type	from_id	from_name	post_message	picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes	likes_count_fb	comments_count_fb	comments_all	comments_base	comments_replies	shares	comment_likes	engagement	post_id	post_link
status	78e439ea167e0bdbf519903ff194d5382173644b	6e6ea31ad649f9b750e86fc53d9abeebc90ed7dc	(R)Existe vida en lá Ibero-américa  Onde foram parar todas as partes do meu coração? Que música é essa? Que dor é essa? Que saudade! Que chorosa canção!  No meu peito a marca De cada momento De cada detalhe.  O subir da Maré_ Uma inconformada Cidade de Deus_ Uma Santa Cruz em luta.  No meu coração e na Unirio A rádio livre já se escuta E a canção que toca É da disputa_ disputa!  Com todas tuas idéias Propomos alguns caminhos. Ao suspender os jardins A comunidade sentiu: “Não estamos sozinhos!”.  Pra político que sorria Fizemos cargografia. Pras comunidades insatisfeitas Rede mesh até pras tia.  Uma armadilha pro aedes a importância nem se mede. Na escola Aprender brincando é o que se pede.  No Capanema Antes de pensar_ se sentia Arte e motivação. A Vale_ na paisagem_ nos lembrava Dor e indignação.  Lembrava também a TKSA_ Ter que lutar pra respirar! A necessidade de hiperguardiões A revolta dos pescadores E suas motivações.  Na cidade virtual Os problemas são reais. Nas praças_ Nas favelas_ No cais.  Lembrar da minha Fortaleza Messejana_ Curió_ Também me doeu demais. 12 seres 12 jovens 12 trajetórias que o sistema desfaz.  No peito vazio Há uma pilha de fôlego_ de ar. A sinergia de 15 dias Ainda inspira_ faz suspirar.  Ed rock queria ser um mágico De oz. Bom começo uma caixa mágica Pra ter voz.  Cada idéia_ cada pessoa Cada conversa_ cada afeto Cada carinho_ cada trajeto Cada conflito_ cada objeto Cada ser_ cada olhar Rir muito e gargalhar!  Essa farofa à brasileira que rolou Toda essa fita que passou Me fez vir aqui pra falar: Ibero-América_ Nunca é tarde pra sonhar!				2015-12-01T20:31:22+0000	1449001882	2015-12-01 21:31:22	23	23	9	9	9	0	1	13	46	1645390789044342_1646891052227649	https://www.facebook.com/groups/1645390789044342/permalink/1646891052227649/
link	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Posso compartilhar meu trabalho com vocês_ alguns deles estão nesta página. Da um confere! Bjs!	https://scontent.xx.fbcdn.net/hprofile-xpa1/v/t1.0-1/c0.1.695.695/s200x200/1512724_626954330673931_953146398_n.jpg?oh=4e98f372a28eddc9128daae336579bbc&oe=56DAAD73	https://www.facebook.com/estudofino/	facebook.com	2015-12-02T14:17:55+0000	1449065875	2015-12-02 15:17:55	6	6	0	0	0	0	0	0	6	1645390789044342_1647055068877914	https://www.facebook.com/groups/1645390789044342/permalink/1647055068877914/
photo	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Olha aí nossa quadra sendo reformada. Tecnologia movendo montanhas!   https://m.facebook.com/story.php?story_fbid=933613803389249&id=669169753166990	https://scontent.xx.fbcdn.net/hphotos-xap1/v/t1.0-0/s130x130/12295518_933613676722595_4330439015413732843_n.jpg?oh=3949a7eb8fc1c3f96b16399292e4efd2&oe=5717AC66	https://www.facebook.com/noticiascoroadoebrasilandia/photos/a.764053703678594.1073741831.669169753166990/933613676722595/?type=3	facebook.com	2015-12-02T13:16:48+0000	1449062208	2015-12-02 14:16:48	7	7	0	0	0	0	0	0	7	1645390789044342_1647043935545694	https://www.facebook.com/groups/1645390789044342/permalink/1647043935545694/
photo	3a6d7f19de7db3e8155fb78901bc9e97f89eb2b5	afe6e1ebcab2d359d26627e7de7d068eac419e77	Josefina Jiménez shared Arnaldo Antunes_s photo to the group: Labicbr paralelo.	https://scontent.xx.fbcdn.net/hphotos-xaf1/v/t1.0-0/p130x130/12289580_947073382039752_6799147734681148573_n.jpg?oh=4b756d59c6f16585557d84bd267572dd&oe=571A96D2	https://www.facebook.com/arnaldo.antunes/photos/a.178166738930424.45524.172660919481006/947073382039752/?type=3	facebook.com	2015-12-02T13:14:17+0000	1449062057	2015-12-02 14:14:17	6	6	0	0	0	0	0	0	6	1645390789044342_1647043615545726	https://www.facebook.com/groups/1645390789044342/permalink/1647043615545726/
link	dd2805394bf504745a46feb610ae23d2be73379e	2dc93113cfa8be428c4595e37eaa371a465e22e4	un clássico de la literatura portuñola  :::  == Portuñeleta n1 ==  Trot_ trot_ trot lá vieñe lo cavaliño upa-upa Por el prado del monte del Corcovado. Come a cá_ relincha a lá brrrr_ brrrrr. El vaquero se monta en él_ hoy toca comer pastel.   Frigolito con Barro_ 1958_ El Salvador imortalissato en: 		https://raw.githubusercontent.com/ttm/caixamagica/master/txt/portuneletas.txt	raw.githubusercontent.com	2015-12-02T12:48:58+0000	1449060538	2015-12-02 13:48:58	2	2	2	2	2	0	0	1	5	1645390789044342_1647039992212755	https://www.facebook.com/groups/1645390789044342/permalink/1647039992212755/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	== deste grupo_ hoje ==  aqui a rede de amizades: https://github.com/ttm/social/blob/master/imgs/labicbrpll30Nov2015.png (tamanho segundo grau/número de amigos e cor segundo excentricidade/distância máxima em amizades) e aqui a rede de interações: https://github.com/ttm/social/blob/master/imgs/labicbrpll30Nov2015_interactions.png (tamanho segundo grau/número de interações e cor segundo clusterização/fração dos adjacentes que estao conectados entre si.) deste grupo. Dados aqui: https://github.com/ttm/social/tree/master/data/fb/labicbrpll/30Nov2015 puxados com o netvizz: https://apps.facebook.com/netvizz/ e imgs renderizadas com o gephi https://en.wikipedia.org/wiki/Gephi.				2015-11-30T18:38:11+0000	1448908691	2015-11-30 19:38:11	22	23	16	15	8	7	0	12	49	1645390789044342_1646648972251857	https://www.facebook.com/groups/1645390789044342/permalink/1646648972251857/
link	8fcd85bcf2722e3614467f0ef90290c693ec940b	846bd61b20f20d130c7454a6652586a36a5cf53b	Labicerxs!!!   Hay una oportunidad de beca para trabajar máximo 3 meses en el Museo del Mañana en Rio de Janeiro.   _The Fellowship program is meant for exceptional_ world-class individuals who are working at the intersection of science_ art and technology. The Program focuses on creative technologists_ innovators_ doers_ makers_ scientists_ fabricators_ inventors_ advocates_ filmmakers_ chefs_ creatives_ curators_ innovators_ musicians_ multimedia artists_ entrepreneurs_ designers_ engineers_ biologists - among others - who are motivated to build a better Tomorrow._  Inscripciones cierran el 7 de Diciembre Más detalles en el PDF	https://external.xx.fbcdn.net/safe_image.php?d=AQDx8mOKKgcn8UmX&w=130&h=130&url=https%3A%2F%2Flh3.googleusercontent.com%2FqNnoWcsOHznoaz3XJmdNoyAKXfkS0jJLG6WJGQ--oQuQzlyuhmOgftx9E6IFc2eFNKlAeX1iDIA%3Dw1200-h630-p&cfs=1	http://bit.ly/1NPY2dR	bit.ly	2015-12-02T11:59:06+0000	1449057546	2015-12-02 12:59:06	9	9	0	0	0	0	0	0	9	1645390789044342_1647031705546917	https://www.facebook.com/groups/1645390789044342/permalink/1647031705546917/
status	84c6a8cb205a49dc6f809c45669c29485262c1c7	e6f141fb5dba96938e129dc92dc8c2780d7fafa4	grande Iberoamérica!				2015-12-02T05:05:12+0000	1449032712	2015-12-02 06:05:12	9	10	0	0	0	0	0	0	9	1645390789044342_1646977248885696	https://www.facebook.com/groups/1645390789044342/permalink/1646977248885696/
link	73823f42bffd5f0fc6bffdf0feba95cee86ca5be	4981dc4e74f11b2a8079fffb582d9003a84a92f5	Todos invitados al Perú.	https://external.xx.fbcdn.net/safe_image.php?d=AQAsWnTgLQokgny3&w=130&h=130&url=http%3A%2F%2Fperucom3.e3.pe%2Fima%2F0%2F0%2F4%2F2%2F8%2F428461.jpg&cfs=1	http://peru.com/estilo-de-vida/gastronomia/peru-elegido-mejor-destino-culinario-mundo-world-travel-awards-noticia-109416	peru.com	2015-12-01T16:48:52+0000	1448988532	2015-12-01 17:48:52	17	17	3	3	3	0	0	3	23	1645390789044342_1646855045564583	https://www.facebook.com/groups/1645390789044342/permalink/1646855045564583/
link	78e439ea167e0bdbf519903ff194d5382173644b	6e6ea31ad649f9b750e86fc53d9abeebc90ed7dc	Galera_ mal chegamos e já estamos pensando em Bogotá.  Essa é uma revista independente_ feita toda em software livre_ daqui de Fortaleza. Suas pautas são as nossas... Todas os números estão disponíveis on line também.  A idéia é propor um projeto de mídia independente pro LabicCo do ano que vem_ pensando conteúdo audiovisual e escrito.... Quien vamos?!  Curtam e acompanhem essa revista! Vale a pena!!!	https://scontent.xx.fbcdn.net/hprofile-xpa1/v/t1.0-1/p200x200/1452461_654997157877668_1849570580_n.jpg?oh=7786671302687cb2cfa78ed2c6397504&oe=56DA3A11	https://www.facebook.com/RevistaBerroCE/	facebook.com	2015-12-02T01:03:31+0000	1449018211	2015-12-02 02:03:31	7	7	1	1	1	0	0	0	8	1645390789044342_1646947392222015	https://www.facebook.com/groups/1645390789044342/permalink/1646947392222015/
status	6ef40d0bc33ec674845fbbd250e86a5dc2467f76	9b698923210042b084af0ed811550dcecf471351	[Aviso em portuñol]   Paralelxs_ si vcs quisieran_ pasen a visitar el grupinho de facebooki del labic del año pasado. La idea es reunir la galera y depois mudar para una plataforma propia.. no Ivo Santiago?!   https://www.facebook.com/groups/1518503228406550/				2015-12-02T00:42:24+0000	1449016944	2015-12-02 01:42:24	5	5	1	1	1	0	0	1	7	1645390789044342_1646943552222399	https://www.facebook.com/groups/1645390789044342/permalink/1646943552222399/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8					2015-11-30T15:15:22+0000	1448896522	2015-11-30 16:15:22	23	23	3	3	3	0	0	1	27	1645390789044342_1646610375589050	https://www.facebook.com/groups/1645390789044342/permalink/1646610375589050/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8					2015-11-30T15:15:27+0000	1448896527	2015-11-30 16:15:27	5	5	3	3	1	2	0	1	9	1645390789044342_1646610418922379	https://www.facebook.com/groups/1645390789044342/permalink/1646610418922379/
photo	c8fb2b076031c48315c028c03e91e3f313e7fc83	dcbb9b3b5f21845a4668baa5cf4b17c96a61fe38	Este momento de caixa mágica_ el último día_ no necesita palabras	https://scontent.xx.fbcdn.net/hphotos-xft1/v/t1.0-0/s130x130/12301519_1091789970854990_9072103431812820660_n.jpg?oh=f92a56aa3e784d3c44db8b79e1575431&oe=56D7207B	https://www.facebook.com/photo.php?fbid=1091789970854990&set=gm.1646833212233433&type=3	facebook.com	2015-12-01T14:52:48+0000	1448981568	2015-12-01 15:52:48	27	27	2	2	2	0	0	5	34	1645390789044342_1646833212233433	https://www.facebook.com/groups/1645390789044342/permalink/1646833212233433/
status	aa1361dc2c637c14ef994b569fe20e05db35c5bc	2f6a95f3da3179efb7a219e58ba6f79d050c23b1	¿Quién anda por Bogota esta semana? Estaremos por allá discutiendo la innovación social en el sector público (Esperamos generar mucho know-how). Aqui el como pueden inscribirse a este encuentro: http://eventos.uniandes.edu.co/s/1384/events/nonEvent.aspx?sid=1384&pgid=13144&gid=26&cid=20894&ecid=20894&post_id=0				2015-12-01T06:31:45+0000	1448951505	2015-12-01 07:31:45	6	6	1	1	1	0	0	1	8	1645390789044342_1646746585575429	https://www.facebook.com/groups/1645390789044342/permalink/1646746585575429/
status	1d15e02613f465f0085601b478a984bfab45db46	8b42b2c6bc9cd9a7403d79cdef2b1ee3a70b9308					2015-12-01T06:50:13+0000	1448952613	2015-12-01 07:50:13	0	0	0	0	0	0	0	0	0	1645390789044342_1646748605575227	https://www.facebook.com/groups/1645390789044342/permalink/1646748605575227/
video	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Élbio Ribeiro shared Baile Black Bom na Pedra do Sal_s video to the group: Labicbr paralelo.	https://scontent.xx.fbcdn.net/hvthumb-xfa1/v/t15.0-10/s130x130/11919326_1686781814879074_966006488_n.jpg?oh=90a6f4e6d20dd9dab127284ac6cf1ee1&oe=56E64842	https://www.facebook.com/baileblackdapedradosal/videos/1686778771546045/	facebook.com	2015-12-01T04:50:37+0000	1448945437	2015-12-01 05:50:37	2	2	0	0	0	0	0	0	2	1645390789044342_1646735028909918	https://www.facebook.com/groups/1645390789044342/permalink/1646735028909918/
photo	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Fato	https://scontent.xx.fbcdn.net/hphotos-xpa1/v/t1.0-0/p130x130/12308597_528898130609950_8674051635118676029_n.png?oh=0f4e2fbaca0ae85f44c79532641cec50&oe=56D72769	https://www.facebook.com/socientifica/photos/a.325919970907768.1073741827.325919124241186/528898130609950/?type=3	facebook.com	2015-12-01T03:32:37+0000	1448940757	2015-12-01 04:32:37	4	4	0	0	0	0	0	0	4	1645390789044342_1646722898911131	https://www.facebook.com/groups/1645390789044342/permalink/1646722898911131/
status	cc07d5b7b925a8f45400b958fd8671f58f8a6830	edbfda392226cff9804a0e6afa51c3a19f9fc06a	A quem ainda está pelo Rio: hoje às 19h vamos fazer uma roda de conversa sobre inovação e transformação social com a presença da Njeri Chelimo_ do Quenia_ e da Geraldine de Bastion_ da Alemanha_ que coordena um grupo de inivadores sociais no eixo sul. Seria legal conectar com a galera do labic. O olabi fica na rua barão de lucena_ 85A_ botafogo. Um bj				2015-11-30T15:40:57+0000	1448898057	2015-11-30 16:40:57	12	12	6	6	4	2	1	5	24	1645390789044342_1646615612255193	https://www.facebook.com/groups/1645390789044342/permalink/1646615612255193/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	As ultimas 30 fotos do Labic. Talvez depois poste as outras.				2015-11-30T15:15:16+0000	1448896516	2015-11-30 16:15:16	14	14	2	2	2	0	1	2	19	1645390789044342_1646610282255726	https://www.facebook.com/groups/1645390789044342/permalink/1646610282255726/
status	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Hackiando				2015-11-30T14:36:54+0000	1448894214	2015-11-30 15:36:54	12	12	0	0	0	0	0	0	12	1645390789044342_1646596842257070	https://www.facebook.com/groups/1645390789044342/permalink/1646596842257070/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	Estamos jah adentrando ao estado de spaulo_ eu e Guilherme _cravelho_ Lunhani. Bj p tds_ sdds jah				2015-11-29T23:12:13+0000	1448838733	2015-11-30 00:12:13	10	10	1	1	1	0	0	1	12	1645390789044342_1646424268940994	https://www.facebook.com/groups/1645390789044342/permalink/1646424268940994/
status	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Ontem foi bom_ mas quero saber qual vai ser a piração de hoje!				2015-11-27T13:12:50+0000	1448629970	2015-11-27 14:12:50	5	5	2	2	2	0	0	4	11	1645390789044342_1645839165666171	https://www.facebook.com/groups/1645390789044342/permalink/1645839165666171/
video	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Relikia das antiga! Só reconhece quem conhece! Hoje tem baile funk? Tem sim senhor. Quem é do Rio sabe o Poder do Funk!  Massa funkeira não me leve a mal! Vem com paz e amor curtir o festival!	https://external.xx.fbcdn.net/safe_image.php?d=AQDLHRgROfrageQM&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FwmU_NukSeD0%2Fhqdefault.jpg&cfs=1	https://youtu.be/wmU_NukSeD0	youtu.be	2015-11-27T16:20:56+0000	1448641256	2015-11-27 17:20:56	4	4	1	1	1	0	0	1	6	1645390789044342_1645872092329545	https://www.facebook.com/groups/1645390789044342/permalink/1645872092329545/
status	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Agora vamos comprar 90 reais de cerveja e levar pra piscina. Pagode na laje!				2015-11-26T23:06:03+0000	1448579163	2015-11-27 00:06:03	8	8	5	5	5	0	0	4	17	1645390789044342_1645718342344920	https://www.facebook.com/groups/1645390789044342/permalink/1645718342344920/
status	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Quem quer zuar hj curte like quem quer namorar Compartilhe!!!				2015-11-26T17:29:44+0000	1448558984	2015-11-26 18:29:44	13	13	5	5	3	2	0	0	18	1645390789044342_1645650862351668	https://www.facebook.com/groups/1645390789044342/permalink/1645650862351668/
photo	c155fd517c5e383f2e5abc1ede7026c5739a9f52	bf43a91ec82168ce42706542e4ed420ffc8daf23		https://scontent.xx.fbcdn.net/hphotos-xap1/v/t1.0-0/s130x130/12308421_10156185586670526_2601068803841189206_n.jpg?oh=bf574d29ca7bc463e6a4235539c89221&oe=56D85037	https://www.facebook.com/photo.php?fbid=10156185586670526&set=gm.1645701452346609&type=3	facebook.com	2015-11-26T20:54:03+0000	1448571243	2015-11-26 21:54:03	1	1	0	0	0	0	0	0	1	1645390789044342_1645701452346609	https://www.facebook.com/groups/1645390789044342/permalink/1645701452346609/
video	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Estoy enamorado en LABIC...	https://external.xx.fbcdn.net/safe_image.php?d=AQDwxnhQWGcbhJxR&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2Fx1gH7wNFFPc%2Fhqdefault.jpg&cfs=1&sx=115&sy=0&sw=360&sh=360	https://youtu.be/x1gH7wNFFPc	youtu.be	2015-11-26T17:50:17+0000	1448560217	2015-11-26 18:50:17	8	8	0	0	0	0	0	0	8	1645390789044342_1645655475684540	https://www.facebook.com/groups/1645390789044342/permalink/1645655475684540/
link	f807a750edadc938c4a1705987f5e9c3ae6f2415	0c59c4aaa3e302de57d9d8bcd8f9be369e5fd20c	Tenho ingressos com descontos para participantes do LabicBR para o Show de Rock no Bar Rock Experience_ na Lapa. Serão 3 bandas: Piazzas_ BR 080_ Música Urbana. A BR080 é a banda de um amigo nosso de Brasília.  Quem quiser fale comigo na hora do almoço ou à tarde.  R$ 15_00 para participantes do LABIC que comprarem antes. (R$ 35_00 na hora)  Rua Riachuelo_ 20 - Lapa 	https://external.xx.fbcdn.net/safe_image.php?d=AQAllqq-UXYYV-bR&w=130&h=130&url=http%3A%2F%2Frockexperience.com.br%2Frio%2Fwp-content%2Fuploads%2F2015%2F05%2FIcon-recortada.gif&cfs=1	http://rockexperience.com.br/rio/	rockexperience.com.br	2015-11-26T15:44:32+0000	1448552672	2015-11-26 16:44:32	3	3	1	1	1	0	0	0	4	1645390789044342_1645630139020407	https://www.facebook.com/groups/1645390789044342/permalink/1645630139020407/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	para todos adicionarem todos que lembrarem aqui para mentermos os contatos minimamente.				2015-11-25T19:45:42+0000	1448480742	2015-11-25 20:45:42	12	12	0	0	0	0	0	0	12	1645390789044342_1645391072377647	https://www.facebook.com/groups/1645390789044342/permalink/1645391072377647/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	grupo para os participantes do labicbr (2015) manterem contatos.				2015-11-25T19:44:50+0000	1448480690	2015-11-25 20:44:50	6	6	0	0	0	0	0	0	6	1645390789044342_1645391005710987	https://www.facebook.com/groups/1645390789044342/permalink/1645391005710987/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8					2015-11-25T19:44:20+0000	1448480660	2015-11-25 20:44:20	5	5	0	0	0	0	0	0	5	1645390789044342_1645390965710991	https://www.facebook.com/groups/1645390789044342/permalink/1645390965710991/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	Renato Fabbri created the group Labicbr paralelo.				2015-11-25T19:43:17+0000	1448480597	2015-11-25 20:43:17	2	2	0	0	0	0	0	0	2	1645390789044342_1645390792377675	https://www.facebook.com/groups/1645390789044342/permalink/1645390792377675/
